employee_id,name,department,city,salary,years_experience,performance_score,hire_date
1072,Joyce Ochieng,Engineering,Nairobi,117731.0,0,4.4,2018-07-26
1073,Samuel Kamau,Engineering,Nairobi,30302.0,16,1.9,2018-08-14
1074,David Mwangi,Finance,Eldoret,112558.0,0,4.9,2018-09-01
1075,Nancy Muthoni,HR,Kisumu,30055.0,14,4.1,2018-09-20
1076,Grace Kiptoo,Sales,Nairobi,141317.0,1,1.5,2018-10-08
1077,John Achieng,Finance,Kisumu,38717.0,13,3.3,2018-10-26
1078,David Muthoni,Engineering,Nakuru,58699.0,7,4.9,2018-11-14
1079,Paul Wambui,Engineering,Mombasa,103686.0,7,2.9,2018-12-02
1080,Grace Muthoni,Finance,Nakuru,97661.0,18,,2018-12-20
1081,David Wambui,HR,Nakuru,74247.0,6,2.9,2019-01-08
1082,George Njoroge,Engineering,Eldoret,144049.0,18,3.0,2019-01-26
1083,Mary Omondi,HR,Mombasa,,5,4.0,2019-02-13
1084,Samuel Kiptoo,Engineering,Nakuru,135113.0,5,3.8,2019-03-04
1085,Faith Ochieng,Engineering,Nakuru,34621.0,2,2.6,2019-03-22
1086,Ruth Ochieng,Marketing,Mombasa,45034.0,6,1.9,2019-04-09
1087,Nancy Kiptoo,Engineering,Mombasa,141927.0,18,3.6,2019-04-28
1088,Daniel Omondi,Sales,Nakuru,35126.0,7,2.7,2019-05-16
1089,David Kiptoo,Finance,Mombasa,35122.0,9,1.5,2019-06-03
1090,James Mwangi,Finance,Nakuru,48030.0,19,4.6,2019-06-22
1091,Nancy Muthoni,HR,Nakuru,112838.0,14,3.8,2019-07-10
1092,Michael Kamau,Engineering,Eldoret,114717.0,14,3.7,2019-07-29
1093,David Njoroge,Sales,Nairobi,85658.0,0,4.3,2019-08-16
1094,Ann Wambui,HR,Nakuru,68638.0,19,3.1,2019-09-03
1095,Michael Kiptoo,Marketing,Kisumu,97067.0,6,4.3,2019-09-22
1096,John Mwangi,HR,Nairobi,136476.0,3,3.0,2019-10-10
1097,George Omondi,HR,Nairobi,148033.0,5,1.3,2019-10-28
1098,Ruth Kariuki,Engineering,Nairobi,135977.0,0,2.6,2019-11-16
1099,Paul Wambui,Marketing,Eldoret,118869.0,4,3.0,2019-12-04
1100,Michael Wanjiru,HR,Nakuru,135186.0,0,3.9,2019-12-22
1101,Joseph Kiptoo,Sales,Eldoret,64674.0,3,1.4,2020-01-10
1102,Joseph Omondi,Sales,Nakuru,65854.0,1,1.6,2020-01-28
1103,Nancy Ochieng,Finance,Eldoret,76271.0,9,2.1,2020-02-15
1104,David Otieno,Marketing,Eldoret,103688.0,4,2.1,2020-03-05
1105,Peter Mwangi,Marketing,Kisumu,68518.0,9,3.9,2020-03-23
1106,John Mwangi,Finance,Eldoret,141076.0,0,2.0,2020-04-10
1107,Joseph Wambui,HR,Mombasa,40267.0,5,3.5,2020-04-29
1108,Joseph Otieno,Marketing,Kisumu,120825.0,12,3.0,2020-05-17
1109,Mary Ochieng,Sales,Eldoret,31062.0,14,3.3,2020-06-04
1110,John Mwangi,Sales,Nairobi,146664.0,3,4.4,2020-06-23
1111,James Kamau,Engineering,Mombasa,80448.0,12,2.6,2020-07-11
1112,Mary Odhiambo,Marketing,Mombasa,125462.0,19,4.1,2020-07-30
1113,Ruth Omondi,HR,Mombasa,36229.0,14,2.7,2020-08-17
1114,Faith Achieng,Finance,Kisumu,86793.0,7,2.4,2020-09-04
1115,Grace Achieng,Finance,Eldoret,144813.0,4,4.8,2020-09-23
1116,Daniel Kariuki,HR,Eldoret,77915.0,14,1.7,2020-10-11
1117,Joseph Auma,Engineering,Nairobi,34632.0,3,1.4,2020-10-29
1118,Faith Kariuki,Finance,Nairobi,134592.0,11,4.1,2020-11-17
1119,John Wanjiru,Marketing,Mombasa,33596.0,12,1.3,2020-12-05
1120,Mary Njoroge,Engineering,Nairobi,139779.0,1,4.3,2020-12-23
1121,Daniel Auma,Marketing,Kisumu,36168.0,18,2.7,2021-01-11
1122,Lucy Mwangi,Sales,Eldoret,138099.0,18,4.7,2021-01-29
1123,Michael Ochieng,Engineering,Mombasa,37561.0,3,3.9,2021-02-16
1124,Faith Muthoni,Finance,Nairobi,103794.0,3,3.4,2021-03-07
1125,Peter Wanjiru,Engineering,Kisumu,112152.0,10,4.8,2021-03-25
1126,Grace Kamau,Engineering,Kisumu,56734.0,4,2.6,2021-04-12
1127,Peter Auma,Engineering,Nairobi,36371.0,19,4.8,2021-05-01
1128,George Wanjiru,Engineering,Eldoret,148894.0,10,,2021-05-19
1129,David Wanjiru,Marketing,Nairobi,,9,2.9,2021-06-07
1130,Michael Mwangi,Sales,Mombasa,109905.0,7,2.1,2021-06-25
1131,Ann Achieng,HR,Nairobi,42910.0,5,,2021-07-13
1132,Mercy Kariuki,Engineering,Kisumu,,5,1.6,2021-08-01
1133,James Wambui,Finance,Nairobi,107735.0,7,4.4,2021-08-19
1134,Mercy Achieng,Engineering,Eldoret,111264.0,14,4.4,2021-09-06
1135,Joyce Kamau,Finance,Nakuru,53275.0,13,4.8,2021-09-25
1136,David Ochieng,Marketing,Nairobi,102274.0,10,1.6,2021-10-13
1137,Lucy Omondi,Finance,Eldoret,111449.0,11,3.5,2021-10-31
1138,Lucy Njeri,HR,Eldoret,130776.0,12,2.9,2021-11-19
1139,Nancy Ochieng,Sales,Kisumu,90004.0,7,2.4,2021-12-07
1140,Joseph Otieno,Finance,Eldoret,92981.0,17,2.4,2021-12-25
1141,James Kiptoo,Finance,Eldoret,114659.0,0,2.7,2022-01-13
1142,Ruth Odhiambo,Sales,Eldoret,84553.0,14,3.8,2022-01-31
1143,John Wambui,HR,Eldoret,78447.0,7,3.4,2022-02-18
1144,Michael Njeri,Engineering,Mombasa,64529.0,10,,2022-03-09
1145,Peter Kamau,Finance,Mombasa,105703.0,11,1.3,2022-03-27
1146,Lucy Kamau,Sales,Kisumu,106090.0,11,1.3,2022-04-15
1147,Nancy Kariuki,Marketing,Nairobi,47260.0,3,1.0,2022-05-03
1148,James Kariuki,Sales,Eldoret,142581.0,15,,2022-05-21
1149,Nancy Wambui,Marketing,Nairobi,,3,1.0,2022-06-09
1150,Joseph Kariuki,HR,Nairobi,58024.0,4,1.4,2022-06-27
1151,Grace Njoroge,Engineering,Kisumu,88656.0,4,2.3,2022-07-15
1152,Ann Wanjiru,Sales,Eldoret,146148.0,7,4.2,2022-08-03
1153,Peter Kiptoo,Finance,Eldoret,57285.0,9,4.8,2022-08-21
1154,Peter Njeri,HR,Nakuru,,16,,2022-09-08
1155,Mercy Kiptoo,Sales,Nairobi,146421.0,8,3.8,2022-09-27
1156,Mercy Otieno,Finance,Nairobi,31605.0,18,3.1,2022-10-15
1157,Peter Muthoni,Sales,Mombasa,101158.0,13,1.3,2022-11-02
1158,Michael Wanjiru,Marketing,Nakuru,102303.0,7,4.8,2022-11-21
1159,James Wanjiru,Sales,Mombasa,57139.0,8,4.0,2022-12-09
1160,James Kiptoo,Sales,Mombasa,107149.0,10,3.6,2022-12-27
1161,Lucy Wanjiru,Sales,Mombasa,86138.0,0,4.0,2023-01-15
1162,Ann Achieng,HR,Kisumu,148205.0,13,,2023-02-02
1163,Peter Mwangi,Sales,Kisumu,106125.0,4,,2023-02-20
1164,James Ochieng,Finance,Mombasa,43918.0,13,4.9,2023-03-11
1165,George Njoroge,Marketing,Nakuru,115655.0,3,4.6,2023-03-29
1166,Esther Kiptoo,Marketing,Nairobi,57446.0,0,3.6,2023-04-17
1167,Faith Njoroge,Sales,Nakuru,43046.0,18,3.8,2023-05-05
1168,Samuel Kamau,HR,Eldoret,,7,1.2,2023-05-23
1169,Ann Wambui,HR,Kisumu,130894.0,14,3.7,2023-06-11
1170,Mary Odhiambo,Finance,Nairobi,145751.0,14,1.2,2023-06-29
1171,James Ochieng,Sales,Nairobi,34324.0,8,3.4,2023-07-17
1172,Paul Mwangi,Marketing,Eldoret,106323.0,8,5.0,2023-08-05
1173,John Ochieng,HR,Eldoret,39111.0,9,3.2,2023-08-23
1174,Lucy Kamau,Sales,Mombasa,68110.0,19,2.9,2023-09-10
1175,Grace Kamau,HR,Kisumu,46389.0,8,2.3,2023-09-29
1176,Joseph Mwangi,HR,Kisumu,71427.0,2,1.5,2023-10-17
1177,Ruth Ochieng,Marketing,Nakuru,109579.0,19,3.9,2023-11-04
1178,Esther Odhiambo,Engineering,Mombasa,58746.0,10,1.8,2023-11-23
1179,Faith Kamau,Finance,Mombasa,117886.0,5,1.5,2023-12-11
1180,Michael Odhiambo,Finance,Mombasa,137141.0,1,2.7,2023-12-29
1181,Joseph Kiptoo,Marketing,Mombasa,30117.0,6,4.2,2024-01-17
1182,Peter Ochieng,HR,Kisumu,142221.0,17,4.0,2024-02-04
1183,James Wanjiru,Sales,Kisumu,114471.0,1,1.2,2024-02-23
1184,James Kamau,HR,Mombasa,142613.0,16,2.8,2024-03-12
1185,Mercy Njeri,Marketing,Nakuru,43234.0,10,3.1,2024-03-30
1186,Joyce Auma,Finance,Nairobi,133864.0,11,3.6,2024-04-18
1187,Peter Kariuki,HR,Nairobi,83441.0,18,3.6,2024-05-06
1188,Esther Kariuki,Finance,Nakuru,30846.0,6,2.5,2024-05-24
1189,Mercy Auma,Sales,Mombasa,40954.0,19,3.2,2024-06-12
1190,Mary Auma,Finance,Kisumu,109239.0,5,2.9,2024-06-30
1191,Joyce Otieno,Finance,Nairobi,143689.0,0,,2024-07-18
1192,Joseph Kariuki,Engineering,Eldoret,76514.0,16,3.1,2024-08-06
1193,James Njeri,Engineering,Eldoret,118236.0,10,2.8,2024-08-24
1194,Daniel Njoroge,Engineering,Nakuru,127579.0,17,2.6,2024-09-11
1195,Lucy Achieng,Finance,Mombasa,36469.0,16,3.3,2024-09-30
1196,Joyce Achieng,Marketing,Nairobi,60105.0,6,4.2,2024-10-18
1197,Peter Otieno,Finance,Mombasa,72101.0,16,3.2,2024-11-05
1198,Samuel Ochieng,Marketing,Nairobi,94323.0,19,3.6,2024-11-24
1199,David Njeri,Marketing,Nakuru,121922.0,8,4.0,2024-12-12
1200,Grace Muthoni,Engineering,Nakuru,88067.0,16,3.1,2024-12-31
1059,Ann Ochieng,Marketing,Eldoret,40478.0,3,4.5,2017-11-30
1041,Ann Kiptoo,Finance,Nakuru,53061.0,10,3.3,2017-01-04
1035,Joyce Wanjiru,Marketing,Kisumu,87108.0,2,3.2,2016-09-15
1103,Nancy Ochieng,Finance,Eldoret,76271.0,9,2.1,2020-02-15
1185,Mercy Njeri,Marketing,Nakuru,43234.0,10,3.1,2024-03-30
